Sensor Name,Sensor Type,Timestamp,Temperature ( C ),Humidity ( RH ),Dew Point ( C ),Heat Index ( C ),Feels Like ( C ),Wind Chill ( C ),Barometric Pressure ( HPA ),Accumulated Rain ( MM ),Wind Speed ( KPH ),Wind Average ( KPH ),Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected,UV Index,Light Intensity,Measured Light,Lightning Strike Count,Lightning Closest Strike Distance
Engenho,AcuRite Iris®,2026/03/06 07:40,17.4,84.0,14.7,17.4,18.9,17.4,1049.44,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 07:45,18.0,82.0,14.9,18.0,19.6,18.0,1049.44,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 07:50,18.2,80.0,14.7,18.2,19.7,18.2,1049.78,0.0,3.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 07:55,18.3,80.0,14.8,18.2,19.8,18.3,1049.78,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:00,19.0,79.0,15.3,19.0,20.7,19.0,1049.78,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:05,19.5,78.0,15.6,19.6,21.3,19.5,1049.78,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:10,20.6,75.0,16.0,20.7,22.6,20.6,1049.78,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:15,21.9,70.0,16.2,21.9,23.9,21.9,1049.78,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:20,22.2,70.0,16.5,22.3,24.4,22.2,1049.78,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:25,22.4,69.0,16.4,22.5,24.6,22.4,1050.12,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:30,22.3,70.0,16.6,22.4,24.5,22.3,1050.12,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:35,23.0,69.0,17.0,23.2,25.4,23.0,1050.12,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:40,21.9,70.0,16.2,21.9,23.9,21.9,1050.12,0.0,5.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:45,22.5,69.0,16.5,22.6,24.7,22.5,1050.12,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:50,22.0,69.0,16.1,22.1,24.0,22.0,1050.12,0.0,2.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 08:55,21.3,71.0,15.8,21.3,23.2,21.3,1050.12,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:00,22.3,69.0,16.3,22.4,24.4,22.3,1050.12,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:05,22.2,70.0,16.5,22.3,24.4,22.2,1050.12,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:10,23.0,68.0,16.8,23.1,25.3,23.0,1050.12,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:15,23.6,67.0,17.1,23.8,26.1,23.6,1050.12,0.0,0.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:20,23.1,68.0,16.9,23.3,25.4,23.1,1050.46,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:25,22.9,68.0,16.7,23.0,25.1,22.9,1050.46,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:30,22.0,71.0,16.5,22.1,23.5,22.0,1050.8,0.0,3.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:35,21.8,71.0,16.3,21.9,23.9,21.8,1050.8,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:40,21.6,72.0,16.3,21.7,23.1,21.6,1050.8,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:45,21.9,72.0,16.6,22.0,24.1,21.9,1050.8,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:50,21.6,72.0,16.3,21.7,23.1,21.6,1050.8,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 09:55,22.0,72.0,16.7,22.1,23.6,22.0,1050.8,0.0,3.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:00,22.1,71.0,16.6,22.2,24.3,22.1,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:05,21.7,73.0,16.7,21.8,23.3,21.7,1050.8,0.0,3.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:10,22.7,71.0,17.2,22.9,25.2,22.7,1050.8,0.0,0.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:15,22.9,70.0,17.1,23.1,25.3,22.9,1050.8,0.0,5.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:20,23.0,70.0,17.2,23.2,25.4,23.0,1051.14,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:25,22.8,71.0,17.2,22.9,25.3,22.8,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:30,22.4,72.0,17.1,22.6,24.8,22.4,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:35,23.1,71.0,17.6,23.3,25.7,23.1,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:40,23.7,70.0,17.9,24.0,26.5,23.7,1050.8,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:45,23.6,72.0,18.3,23.9,26.5,23.6,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:50,24.0,72.0,18.6,24.3,27.1,24.0,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 10:55,22.9,72.0,17.6,23.1,25.5,22.9,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:00,23.4,72.0,18.1,23.7,26.2,23.4,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:05,24.2,71.0,18.6,24.6,27.3,24.2,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:10,24.8,70.0,18.9,25.2,28.0,24.8,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:15,25.1,69.0,19.0,25.5,28.3,25.1,1050.8,0.0,8.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:20,24.5,69.0,18.4,24.8,26.8,24.5,1050.8,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:25,24.0,71.0,18.4,24.3,26.3,24.0,1050.8,0.0,5.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:30,24.5,69.0,18.4,24.8,27.5,24.5,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:35,24.0,71.0,18.4,24.3,26.3,24.0,1050.46,0.0,3.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:40,23.3,71.0,17.7,23.5,25.3,23.3,1050.46,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:45,24.1,71.0,18.5,24.4,27.1,24.1,1050.46,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:50,23.8,71.0,18.2,24.1,26.7,23.8,1050.46,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 11:55,23.7,72.0,18.4,24.1,26.0,23.7,1050.12,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:00,24.1,72.0,18.7,24.4,26.5,24.1,1050.12,0.0,3.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:05,25.2,69.0,19.1,25.6,28.5,25.2,1050.12,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:10,24.6,70.0,18.8,24.9,27.1,24.6,1050.12,0.0,8.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:15,23.6,72.0,18.3,23.9,25.8,23.6,1050.12,0.0,8.0,6.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:20,23.3,72.0,17.9,23.6,25.3,23.3,1050.12,0.0,5.0,6.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:25,23.9,71.0,18.3,24.2,26.8,23.9,1049.78,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:30,23.9,71.0,18.3,24.2,26.8,23.9,1049.78,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:35,23.3,72.0,17.9,23.6,25.3,23.3,1049.78,0.0,5.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:40,23.7,72.0,18.4,24.1,26.7,23.7,1049.78,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:45,23.5,72.0,18.2,23.8,26.3,23.5,1049.44,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:50,23.0,73.0,17.9,23.3,25.1,23.0,1049.44,0.0,3.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 12:55,22.5,74.0,17.6,22.7,24.4,22.5,1049.44,0.0,8.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:00,23.0,74.0,18.1,23.3,25.8,23.0,1049.44,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:05,23.1,74.0,18.2,23.4,26.0,23.1,1049.1,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:10,23.3,73.0,18.2,23.6,26.2,23.3,1049.1,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:15,22.7,74.0,17.8,23.0,24.7,22.7,1049.1,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:20,22.8,75.0,18.1,23.1,24.9,22.8,1048.76,0.0,5.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:25,23.0,75.0,18.3,23.3,25.9,23.0,1048.76,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:30,22.8,75.0,18.1,23.1,24.9,22.8,1048.76,0.0,5.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:35,22.8,75.0,18.1,23.1,24.9,22.8,1048.76,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:40,23.0,74.0,18.1,23.3,25.2,23.0,1048.76,0.0,5.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:45,23.1,74.0,18.2,23.4,26.0,23.1,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:50,22.9,75.0,18.2,23.2,25.8,22.9,1048.43,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 13:55,23.5,74.0,18.6,23.8,26.6,23.5,1048.76,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:00,23.7,73.0,18.6,24.1,26.8,23.7,1048.76,0.0,5.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:05,23.7,73.0,18.6,24.1,26.8,23.7,1048.76,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:10,23.8,73.0,18.7,24.1,26.8,23.8,1048.43,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:15,23.9,72.0,18.5,24.2,26.9,23.9,1048.76,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:20,23.4,73.0,18.3,23.7,26.3,23.4,1048.76,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:25,23.8,72.0,18.4,24.1,26.8,23.8,1048.76,0.0,0.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:30,23.5,72.0,18.2,23.8,26.3,23.5,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:35,23.5,73.0,18.4,23.8,26.4,23.5,1048.76,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:40,23.4,73.0,18.3,23.7,26.3,23.4,1048.76,0.0,5.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:45,23.4,74.0,18.5,23.7,26.4,23.4,1048.76,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:50,23.2,74.0,18.3,23.6,26.2,23.2,1048.76,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 14:55,23.2,74.0,18.3,23.6,26.2,23.2,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:00,23.4,74.0,18.5,23.7,26.4,23.4,1048.76,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:05,23.2,74.0,18.3,23.6,26.2,23.2,1048.76,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:10,23.5,74.0,18.6,23.8,26.6,23.5,1048.76,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:15,23.2,74.0,18.3,23.6,26.2,23.2,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:20,23.4,74.0,18.5,23.7,26.4,23.4,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:25,23.6,73.0,18.5,23.9,25.9,23.6,1048.76,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:30,23.6,73.0,18.5,23.9,26.6,23.6,1048.76,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:35,23.5,74.0,18.6,23.8,26.6,23.5,1048.76,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:40,23.8,73.0,18.7,24.1,26.8,23.8,1048.76,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:45,23.5,73.0,18.4,23.8,26.4,23.5,1048.76,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:50,23.7,73.0,18.6,24.1,26.8,23.7,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 15:55,23.3,74.0,18.4,23.6,26.2,23.3,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:00,23.3,74.0,18.4,23.6,26.2,23.3,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:05,23.0,76.0,18.6,23.3,25.3,23.0,1048.76,0.0,6.0,5.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:10,23.3,75.0,18.6,23.6,26.3,23.3,1048.76,0.0,2.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:15,23.4,76.0,18.9,23.8,26.6,23.4,1048.76,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:20,23.2,76.0,18.7,23.6,26.3,23.2,1048.76,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:25,23.6,75.0,18.9,24.0,26.8,23.6,1048.76,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:30,23.4,75.0,18.7,23.7,26.5,23.4,1048.76,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:35,23.5,75.0,18.8,23.9,26.7,23.5,1048.76,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:40,23.7,74.0,18.8,24.1,26.9,23.7,1048.76,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:45,23.8,74.0,18.8,24.2,26.9,23.8,1048.76,0.0,3.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:50,23.3,76.0,18.8,23.7,26.4,23.3,1049.1,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 16:55,22.9,77.0,18.6,23.2,25.9,22.9,1049.1,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:00,22.8,77.0,18.6,23.1,25.8,22.8,1049.1,0.0,6.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:05,22.6,78.0,18.6,22.9,25.7,22.6,1049.1,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:10,22.4,78.0,18.3,22.7,25.3,22.4,1049.1,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:15,22.5,78.0,18.4,22.8,25.5,22.5,1049.1,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:20,22.7,78.0,18.7,23.1,25.8,22.7,1049.44,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:25,23.1,76.0,18.7,23.4,26.2,23.1,1049.44,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:30,22.7,77.0,18.5,23.1,25.7,22.7,1049.44,0.0,0.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:35,22.7,77.0,18.5,23.1,25.7,22.7,1049.44,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:40,22.9,76.0,18.4,23.2,25.9,22.9,1049.44,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:45,23.0,76.0,18.6,23.3,26.0,23.0,1049.44,0.0,0.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:50,23.2,75.0,18.6,23.6,26.2,23.2,1049.44,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 17:55,23.5,75.0,18.8,23.9,26.7,23.5,1049.44,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:00,23.6,75.0,18.9,24.0,26.8,23.6,1049.44,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:05,23.8,74.0,18.8,24.2,26.9,23.8,1049.44,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:10,23.6,75.0,18.9,24.0,26.8,23.6,1049.44,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:15,23.3,75.0,18.6,23.6,26.3,23.3,1049.44,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:20,23.4,76.0,18.9,23.8,26.6,23.4,1049.44,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:25,22.6,79.0,18.8,23.0,25.7,22.6,1049.78,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:30,22.4,80.0,18.8,22.8,25.5,22.4,1049.44,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:35,22.2,81.0,18.8,22.6,25.4,22.2,1049.44,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:40,22.2,81.0,18.8,22.6,25.4,22.2,1049.44,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:45,22.0,81.0,18.6,22.4,25.1,22.0,1049.44,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:50,22.3,80.0,18.7,22.7,25.3,22.3,1049.78,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 18:55,21.9,82.0,18.7,22.3,25.0,21.9,1049.78,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:00,22.0,82.0,18.8,22.4,25.1,22.0,1049.78,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:05,22.0,81.0,18.6,22.4,25.1,22.0,1049.78,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:10,22.0,81.0,18.6,22.4,25.1,22.0,1049.78,0.0,5.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:15,22.2,81.0,18.8,22.6,25.4,22.2,1049.78,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:20,21.8,82.0,18.6,22.2,24.8,21.8,1049.78,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:25,22.0,82.0,18.8,22.4,25.1,22.0,1050.12,0.0,5.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:30,21.8,82.0,18.6,22.2,24.8,21.8,1050.12,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:35,21.9,83.0,18.9,22.3,25.1,21.9,1050.12,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:40,21.7,83.0,18.7,22.1,24.8,21.7,1050.12,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:45,21.6,84.0,18.8,22.0,24.7,21.6,1050.46,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:50,21.5,84.0,18.7,21.9,24.6,21.5,1050.46,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 19:55,21.8,83.0,18.8,22.2,24.9,21.8,1050.46,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:00,21.7,83.0,18.7,22.1,24.8,21.7,1050.46,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:05,21.7,83.0,18.7,22.1,24.8,21.7,1050.46,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:10,21.8,83.0,18.8,22.2,24.9,21.8,1050.8,0.0,5.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:15,21.8,83.0,18.8,22.2,24.9,21.8,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:20,21.8,83.0,18.8,22.2,24.9,21.8,1050.8,0.0,0.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:25,21.8,82.0,18.6,22.2,24.8,21.8,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:30,21.9,83.0,18.9,22.3,25.1,21.9,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:35,21.7,83.0,18.7,22.1,24.8,21.7,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:40,21.5,83.0,18.5,21.9,24.5,21.5,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:45,21.5,83.0,18.5,21.9,24.5,21.5,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:50,21.6,83.0,18.6,22.0,24.7,21.6,1050.8,0.0,2.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 20:55,22.1,82.0,18.9,22.5,25.3,22.1,1050.8,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:00,22.2,81.0,18.8,22.6,25.4,22.2,1050.8,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:05,22.2,81.0,18.8,22.6,25.4,22.2,1050.8,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:10,22.4,81.0,18.9,22.8,25.6,22.4,1050.8,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:15,22.4,80.0,18.8,22.8,25.5,22.4,1050.8,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:20,22.5,80.0,18.9,22.9,25.7,22.5,1050.8,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:25,21.5,83.0,18.5,21.9,24.5,21.5,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:30,21.6,83.0,18.6,22.0,24.7,21.6,1050.8,0.0,3.0,2.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:35,21.6,83.0,18.6,22.0,24.7,21.6,1050.8,0.0,3.0,3.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:40,22.4,81.0,18.9,22.8,25.6,22.4,1050.8,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:45,22.4,80.0,18.8,22.8,25.5,22.4,1050.8,0.0,2.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:50,21.9,82.0,18.7,22.3,25.0,21.9,1051.14,0.0,0.0,0.0,180.0,,,,,,,,,
Engenho,AcuRite Iris®,2026/03/06 21:55,21.9,82.0,18.7,22.3,25.0,21.9,1051.14,0.0,3.0,0.0,180.0,,,,,,,,,
